4.192000000000000171e-01,5.031999999999998696e-01,7.760000000000000231e-02,2.005000000000000000e+03
3.379999999999999671e-01,5.057999999999999163e-01,1.562000000000000055e-01,2.005000000000000000e+03
3.230999999999999983e-01,4.996000000000000441e-01,1.772999999999999854e-01,2.005000000000000000e+03
2.813999999999999835e-01,4.961000000000000409e-01,2.225000000000000033e-01,2.005000000000000000e+03
2.432999999999999885e-01,4.914999999999999925e-01,2.651999999999999913e-01,2.005000000000000000e+03
2.379000000000000004e-01,4.833000000000000074e-01,2.788000000000000478e-01,2.005000000000000000e+03
2.108000000000000151e-01,4.806000000000000272e-01,3.085999999999999854e-01,2.005000000000000000e+03
1.851000000000000145e-01,4.751000000000000223e-01,3.397999999999999909e-01,2.005000000000000000e+03
1.787000000000000255e-01,4.666000000000000147e-01,3.547000000000000153e-01,2.005000000000000000e+03
1.596000000000000196e-01,4.600000000000000755e-01,3.804000000000000159e-01,2.005000000000000000e+03
1.414999999999999869e-01,4.537999999999999257e-01,4.046999999999999487e-01,2.005000000000000000e+03
1.386000000000000010e-01,4.466999999999999860e-01,4.147000000000000131e-01,2.005000000000000000e+03
1.246000000000000024e-01,4.406999999999999806e-01,4.347000000000000308e-01,2.005000000000000000e+03
1.138999999999999735e-01,4.314000000000000057e-01,4.546999999999999931e-01,2.005000000000000000e+03
1.148000000000000131e-01,4.209999999999999853e-01,4.642000000000000570e-01,2.005000000000000000e+03
1.064999999999999974e-01,4.128999999999999337e-01,4.805999999999999162e-01,2.005000000000000000e+03
9.890000000000000180e-02,4.042999999999999927e-01,4.968000000000000194e-01,2.005000000000000000e+03
9.829999999999999849e-02,3.948999999999999733e-01,5.067999999999999172e-01,2.005000000000000000e+03
9.279999999999999361e-02,3.851999999999999313e-01,5.220000000000000195e-01,2.005000000000000000e+03
8.759999999999998344e-02,3.775000000000000577e-01,5.349000000000000421e-01,2.005000000000000000e+03
8.649999999999999356e-02,3.674999999999999933e-01,5.460000000000000409e-01,2.005000000000000000e+03
8.189999999999998670e-02,3.580999999999999739e-01,5.599999999999999423e-01,2.005000000000000000e+03
7.939999999999999836e-02,3.498999999999999888e-01,5.706999999999998741e-01,2.005000000000000000e+03
7.949999999999998734e-02,3.419999999999999707e-01,5.785000000000000142e-01,2.005000000000000000e+03
7.749999999999998557e-02,3.320999999999999508e-01,5.903999999999999249e-01,2.005000000000000000e+03
7.599999999999999811e-02,3.230000000000000093e-01,6.009999999999999787e-01,2.005000000000000000e+03
7.669999999999999041e-02,3.144999999999999463e-01,6.088000000000001188e-01,2.005000000000000000e+03
7.439999999999999392e-02,3.071000000000000396e-01,6.185000000000000497e-01,2.005000000000000000e+03
7.190000000000000557e-02,2.983999999999999986e-01,6.297000000000000375e-01,2.005000000000000000e+03
7.080000000000000182e-02,2.893999999999999906e-01,6.398000000000000353e-01,2.005000000000000000e+03
6.750000000000000444e-02,2.832000000000000073e-01,6.492999999999999883e-01,2.005000000000000000e+03
6.470000000000000751e-02,2.767000000000000015e-01,6.585999999999999632e-01,2.005000000000000000e+03
6.330000000000000904e-02,2.695000000000000173e-01,6.672000000000000153e-01,2.005000000000000000e+03
6.130000000000000032e-02,2.645000000000000129e-01,6.741999999999999105e-01,2.005000000000000000e+03
5.840000000000000746e-02,2.566000000000000503e-01,6.849999999999999423e-01,2.005000000000000000e+03
5.730000000000000371e-02,2.498999999999999555e-01,6.928000000000000824e-01,2.005000000000000000e+03
5.520000000000000601e-02,2.459999999999999964e-01,6.988000000000000878e-01,2.005000000000000000e+03
5.320000000000000423e-02,2.407999999999999863e-01,7.059999999999999609e-01,2.005000000000000000e+03
5.200000000000000455e-02,2.350000000000000144e-01,7.129999999999999671e-01,2.005000000000000000e+03
5.020000000000000157e-02,2.303999999999999937e-01,7.194000000000000394e-01,2.005000000000000000e+03
