4.10E-01;5.13E-01;7.72E-02;2.01E+03
3.19E-01;5.31E-01;1.51E-01;2.01E+03
3.01E-01;5.25E-01;1.74E-01;2.01E+03
2.48E-01;5.26E-01;2.26E-01;2.01E+03
1.91E-01;5.28E-01;2.81E-01;2.01E+03
1.81E-01;5.21E-01;2.98E-01;2.01E+03
1.49E-01;5.17E-01;3.33E-01;2.01E+03
1.21E-01;5.13E-01;3.66E-01;2.01E+03
1.15E-01;5.06E-01;3.79E-01;2.01E+03
9.95E-02;4.99E-01;4.02E-01;2.01E+03
7.89E-02;4.94E-01;4.27E-01;2.01E+03
7.43E-02;4.84E-01;4.42E-01;2.01E+03
6.12E-02;4.75E-01;4.63E-01;2.01E+03
4.95E-02;4.68E-01;4.83E-01;2.01E+03
4.70E-02;4.59E-01;4.94E-01;2.01E+03
3.82E-02;4.49E-01;5.13E-01;2.01E+03
3.24E-02;4.41E-01;5.27E-01;2.01E+03
3.15E-02;4.32E-01;5.37E-01;2.01E+03
2.67E-02;4.22E-01;5.51E-01;2.01E+03
2.44E-02;4.13E-01;5.63E-01;2.01E+03
2.36E-02;4.03E-01;5.74E-01;2.01E+03
2.20E-02;3.95E-01;5.83E-01;2.01E+03
2.02E-02;3.86E-01;5.94E-01;2.01E+03
1.97E-02;3.77E-01;6.04E-01;2.01E+03
1.79E-02;3.68E-01;6.14E-01;2.01E+03
1.65E-02;3.60E-01;6.24E-01;2.01E+03
1.61E-02;3.51E-01;6.32E-01;2.01E+03
1.51E-02;3.45E-01;6.40E-01;2.01E+03
1.39E-02;3.30E-01;6.56E-01;2.01E+03
1.46E-02;3.14E-01;6.72E-01;2.01E+03
1.36E-02;3.08E-01;6.79E-01;2.01E+03
1.29E-02;2.98E-01;6.89E-01;2.01E+03
1.30E-02;2.90E-01;6.98E-01;2.01E+03
1.29E-02;2.83E-01;7.04E-01;2.01E+03
1.26E-02;2.78E-01;7.09E-01;2.01E+03
1.16E-02;2.72E-01;7.16E-01;2.01E+03
1.10E-02;2.68E-01;7.21E-01;2.01E+03
1.02E-02;2.62E-01;7.27E-01;2.01E+03
1.00E-02;2.58E-01;7.32E-01;2.01E+03
9.40E-03;2.53E-01;7.37E-01;2.01E+03
9.10E-03;2.48E-01;7.43E-01;2.01E+03
9.10E-03;2.43E-01;7.48E-01;2.01E+03
8.30E-03;2.39E-01;7.52E-01;2.01E+03
7.80E-03;2.36E-01;7.56E-01;2.01E+03
7.50E-03;2.32E-01;7.61E-01;2.01E+03
7.40E-03;2.28E-01;7.64E-01;2.01E+03
6.80E-03;2.24E-01;7.69E-01;2.01E+03
6.80E-03;2.20E-01;7.73E-01;2.01E+03
6.40E-03;2.15E-01;7.79E-01;2.01E+03
6.00E-03;2.11E-01;7.83E-01;2.01E+03
5.70E-03;2.08E-01;7.87E-01;2.01E+03
5.50E-03;2.02E-01;7.92E-01;2.01E+03
5.30E-03;1.99E-01;7.96E-01;2.01E+03
5.30E-03;1.94E-01;8.01E-01;2.01E+03
5.10E-03;1.91E-01;8.04E-01;2.01E+03
5.00E-03;1.89E-01;8.06E-01;2.01E+03
5.10E-03;1.80E-01;8.15E-01;2.01E+03
5.30E-03;1.71E-01;8.23E-01;2.01E+03
5.20E-03;1.68E-01;8.26E-01;2.01E+03
5.10E-03;1.62E-01;8.33E-01;2.01E+03
5.00E-03;1.57E-01;8.39E-01;2.01E+03
4.90E-03;1.53E-01;8.42E-01;2.01E+03
4.40E-03;1.48E-01;8.47E-01;2.01E+03
4.30E-03;1.45E-01;8.51E-01;2.01E+03
4.40E-03;1.42E-01;8.54E-01;2.01E+03
4.20E-03;1.39E-01;8.57E-01;2.01E+03
4.30E-03;1.36E-01;8.60E-01;2.01E+03
4.20E-03;1.33E-01;8.63E-01;2.01E+03
4.20E-03;1.31E-01;8.65E-01;2.01E+03
4.00E-03;1.28E-01;8.68E-01;2.01E+03
3.70E-03;1.26E-01;8.70E-01;2.01E+03
3.60E-03;1.24E-01;8.72E-01;2.01E+03
3.40E-03;1.21E-01;8.75E-01;2.01E+03
3.20E-03;1.19E-01;8.77E-01;2.01E+03
3.00E-03;1.17E-01;8.80E-01;2.01E+03
2.90E-03;1.16E-01;8.81E-01;2.01E+03
2.40E-03;1.14E-01;8.84E-01;2.01E+03
2.40E-03;1.12E-01;8.86E-01;2.01E+03
2.30E-03;1.09E-01;8.88E-01;2.01E+03
2.30E-03;1.08E-01;8.90E-01;2.01E+03
2.30E-03;1.05E-01;8.92E-01;2.01E+03
2.40E-03;1.02E-01;8.95E-01;2.01E+03
2.40E-03;1.00E-01;8.97E-01;2.01E+03
2.40E-03;9.85E-02;8.99E-01;2.01E+03
2.80E-03;9.41E-02;9.03E-01;2.01E+03
2.40E-03;9.02E-02;9.07E-01;2.01E+03
2.30E-03;8.85E-02;9.09E-01;2.01E+03
2.20E-03;8.71E-02;9.11E-01;2.01E+03
2.10E-03;8.49E-02;9.13E-01;2.01E+03
2.10E-03;8.32E-02;9.15E-01;2.01E+03
2.20E-03;8.14E-02;9.16E-01;2.01E+03
2.00E-03;8.00E-02;9.18E-01;2.01E+03
2.10E-03;7.89E-02;9.19E-01;2.01E+03
1.70E-03;7.74E-02;9.21E-01;2.01E+03
1.70E-03;7.59E-02;9.22E-01;2.01E+03
1.30E-03;7.50E-02;9.24E-01;2.01E+03
1.20E-03;7.41E-02;9.25E-01;2.01E+03
1.20E-03;7.30E-02;9.26E-01;2.01E+03
1.20E-03;7.23E-02;9.27E-01;2.01E+03
1.10E-03;7.13E-02;9.28E-01;2.01E+03
1.00E-03;6.99E-02;9.29E-01;2.01E+03
9.00E-04;6.91E-02;9.30E-01;2.01E+03
7.00E-04;6.80E-02;9.31E-01;2.01E+03
6.00E-04;6.70E-02;9.32E-01;2.01E+03
6.00E-04;6.57E-02;9.34E-01;2.01E+03
7.00E-04;6.47E-02;9.35E-01;2.01E+03
8.00E-04;6.34E-02;9.36E-01;2.01E+03
8.00E-04;6.24E-02;9.37E-01;2.01E+03
7.00E-04;6.15E-02;9.38E-01;2.01E+03
5.00E-04;6.05E-02;9.39E-01;2.01E+03
4.00E-04;5.93E-02;9.40E-01;2.01E+03
3.00E-04;5.85E-02;9.41E-01;2.01E+03
8.00E-04;5.66E-02;9.43E-01;2.01E+03
1.50E-03;5.46E-02;9.44E-01;2.01E+03
2.30E-03;5.39E-02;9.44E-01;2.01E+03
2.80E-03;5.32E-02;9.44E-01;2.01E+03
3.30E-03;5.27E-02;9.44E-01;2.01E+03
3.30E-03;5.18E-02;9.45E-01;2.01E+03
4.20E-03;5.11E-02;9.45E-01;2.01E+03
4.90E-03;5.04E-02;9.45E-01;2.01E+03
5.20E-03;4.90E-02;9.46E-01;2.01E+03
5.50E-03;4.79E-02;9.47E-01;2.01E+03
4.80E-03;4.79E-02;9.47E-01;2.01E+03
