2.61E-01;5.47E-01;1.92E-01;2.01E+03
1.57E-01;5.48E-01;2.95E-01;2.01E+03
1.00E-01;5.32E-01;3.68E-01;2.01E+03
6.49E-02;5.11E-01;4.24E-01;2.01E+03
4.45E-02;4.88E-01;4.67E-01;2.01E+03
3.27E-02;4.61E-01;5.06E-01;2.01E+03
2.28E-02;4.34E-01;5.43E-01;2.01E+03
1.77E-02;4.09E-01;5.73E-01;2.01E+03
1.38E-02;3.63E-01;6.23E-01;2.01E+03
1.13E-02;3.38E-01;6.51E-01;2.01E+03
9.70E-03;3.21E-01;6.69E-01;2.01E+03
8.95E-03;3.04E-01;6.87E-01;2.01E+03
7.90E-03;2.87E-01;7.05E-01;2.01E+03
7.00E-03;2.73E-01;7.20E-01;2.01E+03
6.25E-03;2.58E-01;7.36E-01;2.01E+03
5.40E-03;2.43E-01;7.51E-01;2.01E+03
4.65E-03;2.14E-01;7.82E-01;2.01E+03
4.35E-03;1.97E-01;7.98E-01;2.01E+03
4.15E-03;1.84E-01;8.12E-01;2.01E+03
3.60E-03;1.75E-01;8.22E-01;2.01E+03
3.40E-03;1.65E-01;8.32E-01;2.01E+03
3.10E-03;1.56E-01;8.41E-01;2.01E+03
2.55E-03;1.48E-01;8.50E-01;2.01E+03
2.55E-03;1.40E-01;8.58E-01;2.01E+03
2.30E-03;1.23E-01;8.74E-01;2.01E+03
2.20E-03;1.15E-01;8.83E-01;2.01E+03
2.05E-03;1.08E-01;8.90E-01;2.01E+03
1.95E-03;1.02E-01;8.96E-01;2.01E+03
1.80E-03;9.64E-02;9.02E-01;2.01E+03
1.75E-03;9.13E-02;9.07E-01;2.01E+03
1.60E-03;8.58E-02;9.13E-01;2.01E+03
1.70E-03;8.10E-02;9.17E-01;2.01E+03
4.05E-03;7.51E-02;9.21E-01;2.01E+03
4.35E-03;7.12E-02;9.24E-01;2.01E+03
4.30E-03;6.73E-02;9.28E-01;2.01E+03
4.45E-03;6.38E-02;9.32E-01;2.01E+03
3.90E-03;6.15E-02;9.35E-01;2.01E+03
4.25E-03;5.92E-02;9.36E-01;2.01E+03
4.70E-03;5.66E-02;9.39E-01;2.01E+03
4.45E-03;5.48E-02;9.41E-01;2.01E+03
4.20E-03;4.94E-02;9.46E-01;2.01E+03
4.25E-03;4.58E-02;9.50E-01;2.01E+03
4.20E-03;4.40E-02;9.52E-01;2.01E+03
4.05E-03;4.21E-02;9.54E-01;2.01E+03
4.30E-03;4.02E-02;9.56E-01;2.01E+03
3.50E-03;3.84E-02;9.58E-01;2.01E+03
3.15E-03;3.69E-02;9.60E-01;2.01E+03
3.15E-03;3.55E-02;9.61E-01;2.01E+03
3.10E-03;3.06E-02;9.66E-01;2.01E+03
3.15E-03;2.83E-02;9.69E-01;2.01E+03
2.70E-03;2.64E-02;9.71E-01;2.01E+03
2.70E-03;2.47E-02;9.73E-01;2.01E+03
2.40E-03;2.33E-02;9.74E-01;2.01E+03
2.30E-03;2.22E-02;9.76E-01;2.01E+03
2.45E-03;2.08E-02;9.77E-01;2.01E+03
2.20E-03;2.00E-02;9.78E-01;2.01E+03
2.10E-03;1.76E-02;9.80E-01;2.01E+03
2.00E-03;1.60E-02;9.82E-01;2.01E+03
1.95E-03;1.52E-02;9.83E-01;2.01E+03
1.90E-03;1.43E-02;9.84E-01;2.01E+03
1.85E-03;1.38E-02;9.84E-01;2.01E+03
1.85E-03;1.34E-02;9.85E-01;2.01E+03
1.70E-03;1.28E-02;9.86E-01;2.01E+03
1.60E-03;1.21E-02;9.86E-01;2.01E+03
