2.25E+04;4.00E+04;5.00E+04
2.25E+04;4.00E+04;5.01E+04
2.25E+04;4.00E+04;5.01E+04
2.25E+04;4.00E+04;5.01E+04
2.25E+04;4.00E+04;5.02E+04
2.25E+04;4.00E+04;5.02E+04
2.25E+04;4.00E+04;5.03E+04
2.25E+04;4.00E+04;5.04E+04
2.25E+04;4.00E+04;5.05E+04
2.25E+04;4.00E+04;5.07E+04
2.25E+04;4.00E+04;5.09E+04
2.25E+04;4.00E+04;5.11E+04
2.25E+04;4.00E+04;5.13E+04
2.25E+04;4.00E+04;5.16E+04
2.25E+04;4.00E+04;5.20E+04
2.25E+04;4.00E+04;5.24E+04
2.25E+04;4.00E+04;5.29E+04
2.25E+04;4.00E+04;5.34E+04
2.25E+04;4.00E+04;5.40E+04
2.25E+04;4.00E+04;5.46E+04
2.25E+04;4.00E+04;5.53E+04
2.25E+04;4.00E+04;5.61E+04
2.25E+04;4.00E+04;5.69E+04
2.25E+04;4.00E+04;5.78E+04
2.25E+04;4.00E+04;5.87E+04
2.25E+04;4.00E+04;5.97E+04
2.25E+04;4.00E+04;6.08E+04
2.25E+04;4.00E+04;6.18E+04
2.25E+04;4.00E+04;6.30E+04
2.25E+04;4.00E+04;6.41E+04
2.25E+04;4.00E+04;6.53E+04
2.25E+04;4.00E+04;6.65E+04
2.25E+04;4.00E+04;6.77E+04
2.25E+04;4.00E+04;6.89E+04
2.25E+04;4.00E+04;7.01E+04
2.25E+04;4.00E+04;7.13E+04
2.25E+04;4.00E+04;7.25E+04
2.25E+04;4.00E+04;7.37E+04
2.25E+04;4.00E+04;7.48E+04
2.25E+04;4.00E+04;7.60E+04
2.25E+04;4.00E+04;7.71E+04
2.25E+04;4.00E+04;7.82E+04
2.25E+04;4.00E+04;7.93E+04
2.25E+04;4.00E+04;8.03E+04
2.25E+04;4.00E+04;8.13E+04
2.25E+04;4.00E+04;8.23E+04
2.25E+04;4.00E+04;8.32E+04
2.25E+04;4.00E+04;8.41E+04
2.25E+04;4.00E+04;8.50E+04
2.25E+04;4.00E+04;8.58E+04
2.25E+04;4.00E+04;8.66E+04
2.25E+04;4.00E+04;8.74E+04
2.25E+04;4.00E+04;8.81E+04
2.25E+04;4.00E+04;8.88E+04
2.25E+04;4.00E+04;8.94E+04
2.25E+04;4.00E+04;9.01E+04
2.25E+04;4.00E+04;9.07E+04
2.25E+04;4.00E+04;9.12E+04
2.25E+04;4.00E+04;9.17E+04
2.25E+04;4.00E+04;9.23E+04
2.25E+04;4.00E+04;9.27E+04
2.25E+04;4.00E+04;9.32E+04
2.25E+04;4.00E+04;9.36E+04
2.25E+04;4.00E+04;9.40E+04
2.25E+04;4.00E+04;9.44E+04
2.25E+04;4.00E+04;9.47E+04
2.25E+04;4.00E+04;9.51E+04
2.25E+04;4.00E+04;9.54E+04
2.25E+04;4.00E+04;9.57E+04
2.25E+04;4.00E+04;9.59E+04
2.25E+04;4.00E+04;9.62E+04
2.25E+04;4.00E+04;9.64E+04
2.25E+04;4.00E+04;9.67E+04
2.25E+04;4.00E+04;9.69E+04
2.25E+04;4.00E+04;9.71E+04
2.25E+04;4.00E+04;9.73E+04
2.25E+04;4.00E+04;9.75E+04
2.25E+04;4.00E+04;9.76E+04
2.25E+04;4.00E+04;9.78E+04
2.25E+04;4.00E+04;9.79E+04
2.25E+04;4.00E+04;9.81E+04
2.25E+04;4.00E+04;9.82E+04
2.25E+04;4.00E+04;9.83E+04
2.25E+04;4.00E+04;9.84E+04
2.25E+04;4.00E+04;9.85E+04
2.25E+04;4.00E+04;9.86E+04
2.25E+04;4.00E+04;9.87E+04
2.25E+04;4.00E+04;9.88E+04
2.25E+04;4.00E+04;9.89E+04
2.25E+04;4.00E+04;9.89E+04
2.25E+04;4.00E+04;9.90E+04
2.25E+04;4.00E+04;9.91E+04
2.25E+04;4.00E+04;9.91E+04
2.25E+04;4.00E+04;9.92E+04
2.25E+04;4.00E+04;9.92E+04
2.25E+04;4.00E+04;9.93E+04
2.25E+04;4.00E+04;9.93E+04
2.25E+04;4.00E+04;9.94E+04
2.25E+04;4.00E+04;9.94E+04
2.25E+04;4.00E+04;9.95E+04
2.25E+04;4.00E+04;9.95E+04
2.25E+04;4.00E+04;9.95E+04
2.25E+04;4.00E+04;9.96E+04
2.25E+04;4.00E+04;9.96E+04
2.25E+04;4.00E+04;9.96E+04
2.25E+04;4.00E+04;9.96E+04
2.25E+04;4.00E+04;9.97E+04
2.25E+04;4.00E+04;9.97E+04
2.25E+04;4.00E+04;9.97E+04
2.25E+04;4.00E+04;9.97E+04
2.25E+04;4.00E+04;9.98E+04
2.25E+04;4.00E+04;9.98E+04
2.25E+04;4.00E+04;9.98E+04
2.25E+04;4.00E+04;9.98E+04
2.25E+04;4.00E+04;9.98E+04
2.25E+04;4.00E+04;9.98E+04
2.25E+04;4.00E+04;9.98E+04
2.25E+04;4.00E+04;9.98E+04
2.25E+04;4.00E+04;9.99E+04
2.25E+04;4.00E+04;9.99E+04
2.25E+04;4.00E+04;9.99E+04
2.25E+04;4.00E+04;9.99E+04
2.25E+04;4.00E+04;9.99E+04
2.25E+04;4.00E+04;9.99E+04
2.25E+04;4.00E+04;9.99E+04
2.25E+04;4.00E+04;9.99E+04
2.25E+04;4.00E+04;9.99E+04
2.25E+04;4.00E+04;9.99E+04
2.25E+04;4.00E+04;9.99E+04
2.25E+04;4.00E+04;9.99E+04
2.25E+04;4.00E+04;9.99E+04
2.25E+04;4.00E+04;9.99E+04
2.25E+04;4.00E+04;9.99E+04
2.25E+04;4.00E+04;9.99E+04
2.25E+04;4.00E+04;1.00E+05
2.25E+04;4.00E+04;1.00E+05
2.25E+04;4.00E+04;1.00E+05
2.25E+04;4.00E+04;1.00E+05
2.25E+04;4.00E+04;1.00E+05
2.25E+04;4.00E+04;1.00E+05
2.25E+04;4.00E+04;1.00E+05
2.25E+04;4.00E+04;1.00E+05
2.25E+04;4.00E+04;1.00E+05
2.25E+04;4.00E+04;1.00E+05
2.25E+04;4.00E+04;1.00E+05
2.25E+04;4.00E+04;1.00E+05
2.25E+04;4.00E+04;1.00E+05
2.25E+04;4.00E+04;1.00E+05
2.25E+04;4.00E+04;1.00E+05
2.25E+04;4.00E+04;1.00E+05
