3.519999999999999796e-01,4.919999999999999929e-01,1.559999999999999998e-01,2.005000000000000000e+03
2.580000000000000071e-01,4.839999999999999858e-01,2.580000000000000071e-01,2.005000000000000000e+03
1.660000000000000087e-01,4.879999999999999893e-01,3.459999999999999742e-01,2.005000000000000000e+03
1.350000000000000089e-01,4.640000000000000235e-01,4.010000000000000231e-01,2.005000000000000000e+03
1.120000000000000023e-01,4.339999999999999969e-01,4.540000000000000147e-01,2.005000000000000000e+03
9.800000000000000377e-02,4.000000000000000222e-01,5.020000000000000018e-01,2.005000000000000000e+03
9.299999999999999933e-02,3.679999999999999938e-01,5.390000000000000346e-01,2.005000000000000000e+03
8.100000000000000255e-02,3.479999999999999760e-01,5.709999999999999520e-01,2.005000000000000000e+03
7.900000000000000078e-02,3.150000000000000022e-01,6.059999999999999831e-01,2.005000000000000000e+03
6.400000000000000133e-02,3.049999999999999933e-01,6.310000000000000053e-01,2.005000000000000000e+03
5.700000000000000205e-02,2.760000000000000231e-01,6.670000000000000373e-01,2.005000000000000000e+03
4.900000000000000189e-02,2.550000000000000044e-01,6.959999999999999520e-01,2.005000000000000000e+03
4.900000000000000189e-02,2.330000000000000127e-01,7.179999999999999716e-01,2.005000000000000000e+03
4.299999999999999656e-02,2.169999999999999984e-01,7.399999999999999911e-01,2.005000000000000000e+03
3.599999999999999728e-02,2.049999999999999878e-01,7.590000000000000080e-01,2.005000000000000000e+03
3.599999999999999728e-02,1.900000000000000022e-01,7.740000000000000213e-01,2.005000000000000000e+03
3.300000000000000155e-02,1.640000000000000069e-01,8.030000000000000471e-01,2.005000000000000000e+03
2.900000000000000147e-02,1.479999999999999927e-01,8.229999999999999538e-01,2.005000000000000000e+03
2.699999999999999969e-02,1.380000000000000115e-01,8.349999999999999645e-01,2.005000000000000000e+03
2.999999999999999889e-02,1.260000000000000009e-01,8.439999999999999725e-01,2.005000000000000000e+03
2.900000000000000147e-02,1.160000000000000059e-01,8.549999999999999822e-01,2.005000000000000000e+03
2.800000000000000058e-02,1.069999999999999979e-01,8.649999999999999911e-01,2.005000000000000000e+03
2.500000000000000139e-02,1.010000000000000064e-01,8.739999999999999991e-01,2.005000000000000000e+03
2.400000000000000050e-02,9.299999999999999933e-02,8.830000000000000071e-01,2.005000000000000000e+03
2.400000000000000050e-02,8.899999999999999578e-02,8.870000000000000107e-01,2.005000000000000000e+03
2.199999999999999872e-02,7.799999999999999989e-02,9.000000000000000222e-01,2.005000000000000000e+03
2.100000000000000130e-02,7.099999999999999367e-02,9.080000000000000293e-01,2.005000000000000000e+03
1.799999999999999864e-02,6.900000000000000577e-02,9.130000000000000338e-01,2.005000000000000000e+03
1.600000000000000033e-02,6.700000000000000400e-02,9.170000000000000373e-01,2.005000000000000000e+03
1.299999999999999940e-02,6.400000000000000133e-02,9.230000000000000426e-01,2.005000000000000000e+03
1.200000000000000025e-02,5.999999999999999778e-02,9.280000000000000471e-01,2.005000000000000000e+03
1.099999999999999936e-02,5.500000000000000028e-02,9.340000000000000524e-01,2.005000000000000000e+03
2.699999999999999969e-02,5.199999999999999761e-02,9.210000000000000409e-01,2.005000000000000000e+03
3.200000000000000067e-02,4.700000000000000011e-02,9.210000000000000409e-01,2.005000000000000000e+03
4.299999999999999656e-02,4.299999999999999656e-02,9.140000000000000346e-01,2.005000000000000000e+03
4.399999999999999745e-02,4.100000000000000172e-02,9.150000000000000355e-01,2.005000000000000000e+03
4.399999999999999745e-02,4.000000000000000083e-02,9.160000000000000364e-01,2.005000000000000000e+03
4.900000000000000189e-02,3.799999999999999906e-02,9.130000000000000338e-01,2.005000000000000000e+03
4.700000000000000011e-02,3.500000000000000333e-02,9.180000000000000382e-01,2.005000000000000000e+03
5.000000000000000278e-02,3.200000000000000067e-02,9.180000000000000382e-01,2.005000000000000000e+03
4.000000000000000083e-02,3.200000000000000067e-02,9.280000000000000471e-01,2.005000000000000000e+03
4.399999999999999745e-02,2.900000000000000147e-02,9.270000000000000462e-01,2.005000000000000000e+03
3.799999999999999906e-02,2.599999999999999881e-02,9.360000000000000542e-01,2.005000000000000000e+03
3.500000000000000333e-02,2.400000000000000050e-02,9.409999999999999476e-01,2.005000000000000000e+03
3.300000000000000155e-02,2.299999999999999961e-02,9.439999999999999503e-01,2.005000000000000000e+03
3.300000000000000155e-02,2.199999999999999872e-02,9.449999999999999512e-01,2.005000000000000000e+03
2.999999999999999889e-02,2.100000000000000130e-02,9.489999999999999547e-01,2.005000000000000000e+03
3.200000000000000067e-02,2.000000000000000042e-02,9.479999999999999538e-01,2.005000000000000000e+03
2.900000000000000147e-02,1.899999999999999953e-02,9.519999999999999574e-01,2.005000000000000000e+03
2.999999999999999889e-02,1.899999999999999953e-02,9.509999999999999565e-01,2.005000000000000000e+03
2.999999999999999889e-02,1.700000000000000122e-02,9.529999999999999583e-01,2.005000000000000000e+03
2.599999999999999881e-02,1.700000000000000122e-02,9.569999999999999618e-01,2.005000000000000000e+03
2.299999999999999961e-02,1.700000000000000122e-02,9.599999999999999645e-01,2.005000000000000000e+03
2.000000000000000042e-02,1.700000000000000122e-02,9.629999999999999671e-01,2.005000000000000000e+03
2.199999999999999872e-02,1.499999999999999944e-02,9.629999999999999671e-01,2.005000000000000000e+03
2.199999999999999872e-02,1.299999999999999940e-02,9.649999999999999689e-01,2.005000000000000000e+03
2.000000000000000042e-02,1.299999999999999940e-02,9.669999999999999707e-01,2.005000000000000000e+03
1.600000000000000033e-02,1.200000000000000025e-02,9.719999999999999751e-01,2.005000000000000000e+03
1.499999999999999944e-02,1.099999999999999936e-02,9.739999999999999769e-01,2.005000000000000000e+03
1.600000000000000033e-02,1.000000000000000021e-02,9.739999999999999769e-01,2.005000000000000000e+03
1.400000000000000029e-02,1.000000000000000021e-02,9.759999999999999787e-01,2.005000000000000000e+03
1.400000000000000029e-02,8.000000000000000167e-03,9.779999999999999805e-01,2.005000000000000000e+03
1.200000000000000025e-02,8.000000000000000167e-03,9.799999999999999822e-01,2.005000000000000000e+03
1.200000000000000025e-02,8.000000000000000167e-03,9.799999999999999822e-01,2.005000000000000000e+03
2.699999999999999969e-02,8.000000000000000167e-03,9.649999999999999689e-01,2.005000000000000000e+03
